canonical_id,project_name,sector,risk_score,risk_tier
400177,AMALGAMATED YEKONA I & YEKONA,Coal,6.131128761969397,Low
400178,DINESH[MAKARDHOKRA-III] OC,Coal,6.6515182511286115,Low
400180,BONJEMEHARI EXPANSION OCP,Coal,9.523327567903278,Low
400181,NAKRAKONDA KUMARDIH- B OCP,Coal,11.971127104712966,Low
400183,BALARAM EXPANSION OCP,Coal,6.084847210189278,Low
400185,GOPALJI KANIHA OCP [10 TO 30 M,Coal,6.011544135323978,Low
400186,TILABONI UG,Coal,7.378396812658777,Low
400187,INTEGRATED LAKHANPUR-BELPAHAR-,Coal,6.575068676476331,Low
400188,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies in Delhi,Real Estate,24.690317050233805,Low
400192,Tubed Coal Mine,Coal,6.156454109526601,Low
400203,Dharamjaigarh-Korba,Railways,24.49492340968396,Low
400204,"Bahraich - Khalilabad via Bhinga, Shravasti, Balrampur, Utraula, Domriyaganj, Mehdawal, Bansi 240.26 km",Railways,6.061978568546963,Low
400205,Sahjanwa - Dohrighat 81.17 km,Railways,6.495719377217307,Low
400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],Railways,64.03049931704724,High
400223,Tiruchchirappalli-Nagore-Karaikal with extension of Nagapattinam-Velankani- Tiruthiraipundi incl. new material modification of Karaikal - Peralam 23 km new line,Railways,11.400570700184087,Low
400231,NLC Talabira Thermal Power Project,Electricity Generation,7.165972180084013,Low
400232,Brundamal - Jharsuguda - Fly-over connection for joining down line 6.6 km,Railways,7.246330409333954,Low
400247,"Kalinarayanpur-Krishnanagar with Krishnanagar-Shantipur-Nabadwipghat - GC, Krishnanagar-Chartala, MM for Krishnanagar-Chapra-NL, Naihati-Ranaghat-3rd line, Nabadwipghat-Nabadwipdham upto BB loop 9.58 km, Ranaghat-Lalgola- strengthening bridge No.2",Railways,33.04392819224579,Medium
400254,Sakri-Hasanpur 79 km,Railways,8.848811783758958,Low
400261,Patratu Thermal Power Station Expansion Project Phase-I [3x800 MW],Electricity Generation,54.294181984204826,Medium
400273,"Tarakeswar-Bishnupur with extension upto Dhaniakhali, Arambagh-Irphala, Irphala- Ghatal 11.2 km, Arambagh-Champadanga 23.3 km & Bishnupur-Uparsol 31.8 km and new material modification for Mynapur-Kamarpukur via Birsha 19 km",Railways,21.956938570355344,Low
400280,Phase II extension of MRTS from Velachery to St Thomas Mount,Railways,21.18990177772089,Low
400291,Kirandul-Jagdalpur 150 km,Railways,45.878612030054036,Medium
400298,Nadikude-Srikalahasti 308.7 km,Railways,11.098806323340222,Low
400299,Pottangi Bauxite Mines Project,Metals & Mining,7.743798740027108,Low
400301,Multi Product Pipeline from Irugur to Devangonthi,Energy Storage,9.46816779332145,Low
400312,JHANJRA EXPANSION UG,Coal,9.19679687643414,Low
400315,SONEPUR BAZARI EXPANSION OCP [,Coal,8.845331616929375,Low
400321,NIGAHI EXPANSION [15 TO 25 MTP,Coal,7.283900639971256,Low
400352,JHARKHAND-LAIYO OCP,Coal,6.258525030266816,Low
400353,DHUPTALA OC [SASTI UG TO OC ],Coal,6.203048779859708,Low
400354,DIPKA EXPANSION OCP [40 MTY],Coal,8.817409402905174,Low
400369,BINA KAKRI AMALGAMATION EXPANS,Coal,8.401208438765943,Low
400392,BHARATPUR RE-ORGANIZATION OCP,Coal,6.478389139920431,Low
400416,Shivpur-Kathautia New Rail [BG] Line [49 km] [Package II of Tori-Shivpur-Kathautia line],Railways,10.614986371214908,Low
400424,GEVRA OC [70 MTY],Coal,40.46060840029135,Medium
400425,MOONIDIH XV SEAM UG,Coal,9.880987467511122,Low
400426,Expansion of Malanjkhand Copper Project,Metals & Mining,9.258044798559368,Low
601812,Development of Zaheerabad Node under Hyderabad Nagpur Industrial Corridor,Real Estate,5.983057064440308,Low
602098,"Construction of Permanent Campus for IIM Jammu Phase-1 at Jagti, Nagrota, Jammu, J&K",Education,29.82750113575333,Medium
602099,Establishment of Permanent campus Phase 1 of IIM Sirmaur,Education,25.182933800751773,Medium
602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT]",Electricity Generation,9.11214519751589,Low
602182,Dibang Multipurpose Project,Electricity Generation,6.799592855432129,Low
602184,Rammam-III HEPP [3x40 MW],Electricity Generation,15.496319124703401,Low
602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW],Electricity Generation,57.9271013639147,High
602223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim,Transmission & Distribution,24.438979932490014,Low
602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW",Electricity Generation,11.133157760475015,Low
602532,Kiru HE Project,Electricity Generation,18.60042228515737,Low
602535,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited.",Electricity Generation,9.017098561199518,Low
602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,Electricity Generation,54.66518516481326,Medium
602579,Buxar Thermal Power Project [1320 MW],Electricity Generation,53.47603999444638,Medium
602582,Dhaulasidh Hydro Electric Project [66 MW],Electricity Generation,45.51075395548113,Medium
602593,Luhri Stage-I Hydro Electric Project [210 MW],Electricity Generation,20.01702393293312,Low
602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,Railways,35.85056533909756,Medium
602797,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass 35 km",Railways,11.410578753480753,Low
602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion,Electricity Generation,7.133896798217839,Low
603210,Development of Jodhpur Pali Marwar Industrial Area JPMIA in Rajasthan,Real Estate,7.199110092827654,Low
603945,Integrated Anandpur Barrage Project,Water Resources,10.671055139400393,Low
604791,Numaligarh Refinery Expansion Project,Oil & Gas,60.80300140207717,High
604795,CBR 9 MMTPA Project,Oil & Gas,9.29056470971696,Low
604833,"Andheri Residential Towers, Mumbai",Energy Storage,6.318761297135693,Low
604852,"Grass-root Terminal at Mirzapur, Uttar Pradesh",Energy Storage,8.395592574871245,Low
604853,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II, Faridabad",Oil & Gas,9.163311227038673,Low
604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery,Oil & Gas,20.986104923833366,Low
604863,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija,Oil & Gas,31.891355342661125,Medium
605155,Kwar HE Project,Electricity Generation,12.142170107689026,Low
605156,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT,Electricity Generation,22.235452875302308,Low
605292,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar, Punjab, Phase-I",Education,25.457127525930584,Medium
606013,Additional Campus of NITPatna,Education,9.552192219540562,Low
606112,Tezpur University Projects,Education,30.894457277804193,Medium
606431,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A,Education,36.55716584785911,Medium
606479,Banaras Hindu University [ Kayakalp of Institute of Medical Sciences],Education,9.393651407936515,Low
607653,Ludhiana Mullanpur 21Km Doubling Railway project,Railways,15.668261029377357,Low
607709,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP],Transmission & Distribution,60.60566252361079,High
609019,"HEFA projects on development of student hostels, playgrounds, departmental buildings, class room complex and other campus facilities in IIT Kharagpur",Education,12.898423911956144,Low
609424,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis Under PPP Mode",Shipping,28.917130411772778,Medium
609736,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South Sikkim",Education,12.348635206781161,Low
609996,Construction of Precast housing and hostels at IIT Hyderabad,Education,6.956723685708781,Low
610315,IISER BERHAMPUR,Education,45.98990673139517,Medium
610984,Development of Jharia CBM Block [Phase-1],Oil & Gas,49.48910454200788,Medium
611047,"Construction of NTB complex including apron, taxi track and other associated civil works and electrical & mechanical installations towards Tawi River side at CA Jammu.",Aviation & Aviation Infrastructure,73.80984930464022,High
611495,Development of New Civil Enclave at Bagdogra Airport,Aviation & Aviation Infrastructure,16.257119424089,Low
611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand",Electricity Generation,7.478361343982638,Low
611570,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL",Aviation & Aviation Infrastructure,53.68150075367565,Medium
611586,Sunni Dam Hydro Electric Project [382 MW],Electricity Generation,26.293094867797763,Medium
611602,"Modernization of Chennai Airport, Phase II, Part 2",Aviation & Aviation Infrastructure,54.30264566664518,Medium
611669,NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes,Railways,10.84240226087703,Low
611698,240MW Heo HE Project,Electricity Generation,6.46381798969334,Low
611699,186 MW Tato-I H E Project,Electricity Generation,6.382682229211264,Low
611716,700 MW Tato-II HE Project,Electricity Generation,6.212936080550975,Low
611735,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J,Transmission & Distribution,64.23068161235065,High
611751,Aurangabad-Ankai 98.25 km,Railways,6.603924905204743,Low
611752,Doubling between Gooty-Pendakallu 29.225 km PB73/2023-24/NR,Railways,8.112981400122225,Low
611754,South Central Railway - Rail road over double line between Guntakal West-Mallapa Gate 9.64 km PB34/CR/2023-24,Railways,7.006258457002044,Low
611855,Nathdwara Mavli - Devgarh Madariya 82.542 km,Railways,6.052357435253118,Low
611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY,Coal,6.107181656236949,Low
611884,Doubling between Bhiwani - Dobh Bahali PB73/2023-24/NR,Railways,6.094303031698328,Low
611917,Poly Butadiene Rubber plant at Panipat,Oil & Gas,20.560031945225166,Low
611918,Kosamba- Umarpada 69.70 Km PB32/WR/2023-24,Railways,19.49587385709815,Low
611927,Kurnool - Setting up facilities for coach midlife rehabilitation workshop,Railways,12.779540574906365,Low
611929,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527,Railways,7.165001977904286,Low
611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW],Electricity Generation,42.05859610274591,Medium
611943,New BG line between Naliya - Jakhau Port 24.88 Km,Railways,17.319920862818094,Low
611945,Petlad-Bhadran 22.5 km,Railways,6.519530783455836,Low
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Transmission & Distribution,63.27750480846649,High
611957,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of excellence]",Education,10.593636059923654,Low
611961,Construction of IIT Bhubaneswar -Phase III,Education,7.943334231308101,Low
611963,"Construction & Development of Infrastructural Facilities in the main campus of NIT Uttarakhand at Sumari, Pauri Garhwal",Education,9.864558366393144,Low
611970,Samlaya-Timba Road 53.53 km,Railways,7.830611264207186,Low
611971,Samni-Jambusar 24.08 km,Railways,6.3739872138550435,Low
611974,Western Railway- Samakhiali-Gandhidham Quadrupiling 53 km PB34/CR/2023-24,Railways,40.68758067487372,Medium
612066,Rajasthan Metro Rail Project Phase 1C from Badi Chaupar to Transport Nagar via Galta Gate,Urban Public Transport,10.228058073284387,Low
612072,Barejadi Nandej Geratpur - Sanand - 4th line 38.20 km,Railways,9.432924223678855,Low
612096,Construction of Balurghat-Hilli new BG Line,Railways,38.665948034822364,Medium
612128,Hostel blocks & dining hall block,Education,17.23463752380005,Low
612132,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under Phase-III Part D Phase I [Sikar Khetri Transmission Ltd],Transmission & Distribution,64.91429937690764,High
612133,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part D [Neemrana Bareilly Transmission Ltd],Transmission & Distribution,48.30932756474393,Medium
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Transmission & Distribution,45.40617995267478,Medium
612138,"Transmission Scheme for Solar Energy Zone in Bidar [2500 MW], Karnataka [Bidar Transmission Ltd]",Transmission & Distribution,72.79746139786832,High
612139,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Transmission & Distribution,66.30610002031646,High
612140,Transmission Scheme for Integration of Renewable Energy Zone [Phase II] in Koppal II [Phase A&B] and gadag II[Phase A] in Karnataka [POWERGRID KOPPAL GADAG TRANSMISSION LIMITED],Transmission & Distribution,75.74647011061245,High
612142,"Singrauli Super Thermal Power Project, Stage-III [2x800 MW]",Electricity Generation,7.249884695362158,Low
612167,"Construction of 350 beds + 50 Super Specialty beds ESIC Hospital Sheelanagar, Visakhapatnam, Andhra Pradesh",Healthcare,62.09779614299673,High
612183,Development of New Civil Enclave at Bihta,Aviation & Aviation Infrastructure,28.680742037676666,Medium
612186,350 Bedded [Upgradable to 500 beds] ESI Hospital at Sanand,Healthcare,23.681808596949956,Low
612194,Development of New Civil Enclave and associated works at Darbhanga Airport,Aviation & Aviation Infrastructure,52.81968013411236,Medium
612211,"Demolition, Construction and upgradation of ESI Hospital, Kalol, Gujarat from 50 beds to 150 beds.",Healthcare,21.17506897875193,Low
612213,"Construction of 200 Bedded ESIC Hospital at Butibori, Nagpur, Maharashtra.",Healthcare,17.50539616574973,Low
612259,CONSTRUCTION OF 300 BEDDED HOSPITAL AT HARIDWAR,Healthcare,26.98689130724422,Medium
612513,"Construction of 100 Bedded ESI Hospital at Duburi, Odisha.",Healthcare,10.117648918911085,Low
612745,"Construction of 200 bed ESI Hospital at Bommasandra, Karnataka",Healthcare,12.182121448300027,Low
612748,"Construction of 100 bed ESI Hospital and Staff Quarters [32 Nos.] at Harohalli, Karnataka",Healthcare,13.310650313435646,Low
612781,Rebuilding of COB 4 at Durgapur Steel Plant,Steel,22.14340600797935,Low
612786,"Construction of New Domestic Terminal Building Building and miscellaneous works including maintenance, operations and AICMC at Kadapa Airport",Aviation & Aviation Infrastructure,66.30218647881253,High
612787,Construction of New Domestic Terminal Building and Miscellaneous works at Hubli Airport,Aviation & Aviation Infrastructure,69.48983326761686,High
612788,Construction of New Domestic Terminal Building and Miscellaneous Works at Belagavi Airport.,Aviation & Aviation Infrastructure,64.89156652498679,High
612789,"Development of additional RESA on either end on Runway 10-28 at Calicut Airport. Construction of embankment with slope protection, drainage system and associated works for additional RESA on either end on Runway 10-28",Aviation & Aviation Infrastructure,62.95163483284701,High
612790,Power System Upgradation Project,Oil & Gas,51.87088127616928,Medium
612791,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata.",Aviation & Aviation Infrastructure,57.76013324652569,High
612793,"Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c slope stabilization Measures [Balance work] of uphill and Improvement of Storm Water Drainage System at Pakyong Airport, Sikkim on design & build basis [EPC] with integrated 10 years maintenance.",Aviation & Aviation Infrastructure,33.39159741682389,Medium
612815,Nipania-Bhatapra 14.4 km 4th line PB72/NR/2022-23,Railways,7.1957326353586595,Low
612816,ITAPARA OCP,Coal,6.824380593936,Low
612827,Flyover between Pendurthi-Simhachalam North to avoid surface crossing at Simhachalam 7.135 km PB73/2023-24/NR,Railways,6.441751990362713,Low
612834,3rd & 4th line between Sarla - Sason 8 km PB73/2023-24/NR,Railways,8.53148090411447,Low
612845,Pachora-Jamner with extension upto Malkapur-Narrow gauge to broad gauge 84 km,Railways,6.523291585071904,Low
612851,"Phase 1B - Construction of Academic Block, Hostel, Residential Tower, Directors Residence and External Development works at National Institute of Technology, Delhi Campus on Engineering, Procurement and Construction basis",Education,27.62016301499125,Medium
612853,Gurdaspur Jammu Pipeline,Oil & Gas,48.489764418552966,Medium
612855,Transmission System for Evacuation of Power from Potential Energy Renewable Zone in Khavda Area of Gujarat under Ph-IV [7GW] Part E2,Transmission & Distribution,45.64223292089455,Medium
612876,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl",Education,9.740480307562862,Low
612877,Establishment of NIT Puducherry Permanent Campus [Phase-I and Phase-II],Education,25.69645493079873,Medium
612878,Bangalore Metro Rail Project - PHASE-3,Urban Public Transport,6.16815111547144,Low
612883,Establishment of Permanent Campus of NIT SIkkim at Khamdong-Gangtok District,Education,6.205949053912112,Low
612885,Construction and Developement of National Institute of Technology Meghalaya Permanent Campus at Sohra,Education,9.221786941328874,Low
612894,"Construction of Permanent Campus of Central University of Himachal Pradesh at Dehra, District - Kangra, [H.P.] on Engineering. Procurement and Construction [EPC Mode 1] Basis.",Education,11.574516556988815,Low
612898,Construction of Permanent Campus of National Institute of Technology Arunachal Pradesh,Education,19.930267766204928,Low
612916,"Construction of permanent campus of Central University of Gujarat at Village kundhela, Dist. Vadodara, Gujarat.",Education,11.77045043175898,Low
613002,Redevelopment of Chennai Egmore Station,Railways,7.351245170078545,Low
613008,Construction of Permanent Campus of Central Tribal University of Andhra Pradesh Phase-1,Education,6.767216402671772,Low
613013,Establishment of NIT Nagaland,Education,14.05414782563185,Low
613015,Redevelopment of Chhatrapati Shivaji Maharaj Terminus [CSMT] and construction of associated infrastructure,Railways,6.100082807935807,Low
613787,Jamrani Dam Multipurpose Project,Water Resources,6.217729533928367,Low
613793,SHYAMSUNDARPUR UG INCLUDING SA,Coal,9.191284466603042,Low
613794,PARASEA-BELBAID UG PROJECT,Coal,12.266796300519834,Low
613798,AMERA OC RCE [1.0 MTY],Coal,9.167717968561496,Low
613799,AMGAON OC RCE [1.0 MTY],Coal,10.505406389136851,Low
613800,JAGANNATHPUR OC RCE PROJECT,Coal,34.9447105470479,Medium
613801,MAHAMAYA OCP [1.50 MTY],Coal,24.65839407959285,Low
613802,KANCHAN OC EXP,Coal,15.256163814437384,Low
613803,JHIRIA WEST OCP [1.5 MTY],Coal,6.174554652117196,Low
613804,RPR TAWA-III UG 0.84 MTY,Coal,6.823432033525309,Low
615183,KHADIA EXPANSION [10 TO 16 MTP,Coal,6.775273355474592,Low
615184,SAONER UG MINE -1 EXPANSION 1.,Coal,6.038192404649158,Low
615185,AMALGAMATED DHANKASA & JAMUNIA,Coal,12.275834548339603,Low
615186,SASTI EXPANSION OPENCAST,Coal,6.060878208826717,Low
615187,RPR OF VISHNUPURI UG TO OC,Coal,6.073457596939897,Low
615188,NEW MAJRI UG TO OC 3 MTY COST,Coal,6.863298435436718,Low
615189,MAKARDHOKRA EXPN OC 4.9 MTY,Coal,6.16874324892829,Low
615190,SINGHORI DEEP OC MIN 2.0 MTY,Coal,5.99983184134243,Low
615191,KATKONA RO UG MINE,Coal,6.240898598118589,Low
615192,GOKUL EXTENSION OC MINE,Coal,6.0418494785458785,Low
615194,URDHAN EXPANSION OC COST PLUS,Coal,6.032584813056538,Low
615195,SHARDA UG MINE,Coal,6.401904273850563,Low
615199,KOLGAON EXPANSION DEEP OC MINE,Coal,6.059016516221166,Low
615202,Capacity expansion of Deposit-14 and 14 NMZ at Kirandul,Metals & Mining,8.935823217479395,Low
615206,GANDHIGRAM UG MINE,Coal,8.133359058227404,Low
615330,BALLARPUR NORTH WEST OC MINE,Coal,6.016729830734478,Low
615331,GADEGAON OC 3 MTY,Coal,5.993327755795484,Low
615332,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW][Jaisalmer/Barmer Complex] Part B [SPV Name POWERGRID Sirohi Transmission Limited],Transmission & Distribution,75.3349955482004,High
615333,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Mandsaur Transmission Limited],Transmission & Distribution,73.47729926779513,High
615334,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Transmission Limited],Transmission & Distribution,63.47184878884935,High
615335,Transmission System Strengthening for Interconnections of Bhadla-III & Bikaner III Complex [SPV Name POWERGRID BHADLA BIKANER TRANSMISSION LIMITED],Transmission & Distribution,76.76168310736264,High
615336,Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under phase-III Part-D Phase-II,Transmission & Distribution,68.38820556716134,High
615337,Additional Transmission System for evacuation of Power from Bhadla-III PS as part of Rajasthan REZ Phase III Scheme [20 GW] [SPV Name POWERGRID Bhadla-III Power Transmission Limited],Transmission & Distribution,78.47140746927091,High
615338,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BARMER COMPLEX] PART F [SPV Name POWERGRID BARMER I TRANSMISSION LIMITED],Transmission & Distribution,72.93938481991027,High
615339,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Limited],Transmission & Distribution,74.02374648980533,High
615340,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name POWERGRID Siwani Transmission Limited],Transmission & Distribution,48.48332541423442,Medium
615342,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name POWERGRID Jam Khambhaliya Transmission Limited],Transmission & Distribution,63.219777123787935,High
615343,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and Khavda Pooling station 3 [KPS3],Transmission & Distribution,67.4351255740589,High
615344,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5GW] [Jaisalmer/Barmer Complex] Part H1 [POWERGRID KURAWAR TRANSMISSION LIMITED],Transmission & Distribution,75.63656817878093,High
615345,Transmission System for Evacuation of Power from Potential Renewable Energy Zone in Khavda area of Gujarat under Phase-IV [7GW] Part B [SPV Name POWERGRID South Olpad Transmission Limited],Transmission & Distribution,65.19101482086309,High
615346,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5.5 GW] [Jaisalmer/Barmer Complex] Part C [SPV Name POWERGRID Mandsaur Transmission Limited],Transmission & Distribution,71.64152207286733,High
615347,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF GUJARAT UNDER PHASE-V [8 GW] PART A [SPV Name POWERGRID West Central Transmission Limited],Transmission & Distribution,7.692077180386314,Low
615349,TAPIN SOUTH EXPN,Coal,7.6089521061242325,Low
615818,Jawahar Khani Open Cast Mine,Coal,6.00663979999662,Low
615820,TIKAK EXTENSION OCP,Coal,6.049191826652174,Low
615821,TIRAP OCP,Coal,6.115521481759585,Low
615822,SIRKA OC,Coal,10.056709502180293,Low
615843,TETARIAKHAR OC,Coal,8.030891677451077,Low
615857,Naini Coal Mine,Coal,9.033446238862394,Low
615858,Kalyanikhani Opencast Project,Coal,9.245878404964673,Low
615860,Godavarikhani Coal Mine - 5,Coal,10.74480674083868,Low
615861,Indaram Opencast Project,Coal,7.494535913719741,Low
615862,Goleti Opencast Mine,Coal,6.680791890596013,Low
